"","Nome","Artista","Ano","ID","N_palavras","N_palavras_bin","Dif","Idioma_1","Idioma_2","Idioma_3","Idioma_4"
"3936","Sábado à Noite","Cidade Negra (Sony)",1998,9845,264,64,200,"pt","portuguese","por","pt"
"3937","I Don't Want To Miss A Thing","Aerosmith (Sony)",1998,9846,281,76,205,"en","scots","eng","en"
"3938","Fácil","Jota Quest (Sony)",1998,9847,103,61,42,"pt","portuguese","por","pt"
"3939","Era Uma Vez","Toquinho/Sandy & Junior (Universal)",1998,9848,1141,570,571,"pt","portuguese","por","pt"
"3940","Maçã do Amor","Soweto (EMI)",1998,9849,61,54,7,"pt","portuguese","por","pt"
"3941","Vitrine","Latino (Sony)",1998,9850,146,62,84,"pt","portuguese","por","pt"
"3942","Faixa Amarela","Zeca Pagodinho (Universal)",1998,9851,335,75,260,"pt","portuguese","por","pt"
"3943","Aviãozinho","Cheiro de Amor (Universal)",1998,9852,28,13,15,"pt","portuguese","por","pt"
"3944","Agenda Rabiscada","Cleiton & Camargo (EMI)",1998,9853,158,58,100,"pt","portuguese","por","pt"
"3945","Quando Um Grande Amor Se Faz","Cleiton & Camargo (EMI)",1998,9854,213,111,102,"pt","portuguese","por","pt"
"3946","Proibido Pra Mim","Charlie Brown Jr. (Virgin)",1998,9855,155,50,105,"pt","portuguese","por","pt"
"3947","Desliga e Vem","Exaltasamba (EMI)",1998,9856,84,59,25,"pt","portuguese","por","pt"
"3948","Say You Love Me","Simply Red (Warner)",1998,9857,171,72,99,"en","english","eng","en"
"3949","Derê","Soweto (EMI)",1998,9858,53,40,13,"pt","portuguese","por","pt"
"3950","Dança da Manivela","Asa de Águia (Sony)",1998,9859,242,32,210,"es","portuguese","por","es"
"3951","Tá na Cara","Ara Ketu (Sony)",1998,9860,178,62,116,"pt","portuguese","por","pt"
"3952","More Than This","10,000 Maniacs (Universal)",1998,9861,109,46,63,"en","scots","eng","en"
"3953","Fricote","Art Popular (EMI)",1998,9862,65,39,26,"pt","portuguese","por","pt"
"3954","Jeito Sexy","Fat Family (EMI)",1998,9863,439,77,362,"pt","portuguese","por","pt"
"3955","Be Alone No More","Another Level (BMG)",1998,9864,302,61,241,"en","english","eng","en"
"3956","Somente o Sol","Deborah Blando (Virgin)",1998,9865,125,49,76,"pt","portuguese","por","pt"
"3957","Antes Que Seja Tarde","Pato Fu (BMG)",1998,9866,100,75,25,"pt","portuguese","por","pt"
"3958","Realidade Virtual","Cidade Negra (Sony)",1998,9867,227,79,148,"pt","portuguese","por","pt"
"3959","Tô Dentro, Tô Fora","Os Morenos (Universal)",1998,9868,123,67,56,"pt","portuguese","por","pt"
"3960","Dança da Sensual","Cheiro de Amor (Universal)",1998,9869,49,40,9,"pt","portuguese","por","pt"
"3961","Puro Êxtase","Barão Vermelho (Warner)",1998,9870,114,67,47,"pt","catalan","por","pt"
"3962","The Boy Is Mine","Brandy & Monica (Warner)",1998,9871,523,148,375,"en","english","eng","en"
"3963","Palpite","Vanessa Rangel (Virgin)",1998,9872,124,47,77,"pt","portuguese","por","pt"
"3964","Swing de Rua","Patrulha do Samba (Paradoxx)",1998,9873,143,47,96,"pt","portuguese","por","pt"
"3965","Viva Forever","Spice Girls (Virgin)",1998,9874,187,84,103,"en","english","eng","en"
"3966","É O Tchan no Havaí","É O Tchan (Universal)",1998,9875,198,37,161,"pt","portuguese","por","pt"
"3967","Um Sonhador","Leandro & Leonardo (BMG)",1998,9876,133,59,74,"pt","portuguese","por","pt"
"3968","Vai Sacudir, Vai Abalar","Cheiro de Amor (Universal)",1998,9877,226,49,177,"pt","portuguese","por","pt"
"3969","Con Te Partirò","Andrea Bocelli (Universal)",1998,9878,117,44,73,"it","italian","ita","it"
"3970","Vivo Por Ella","Andréa Bocelli & Sandy (Universal)",1998,9879,210,120,90,"pt","spanish","por","pt"
"3971","Pra Te Ter Aqui","Netinho (Universal)",1998,9880,144,39,105,"pt","portuguese","por","pt"
"3972","Eu Busco Uma Estrela","Gian & Giovani (BMG)",1998,9881,151,51,100,"pt","portuguese","por","pt"
"3973","Brincadeira de Criança","Molejo (BMG)",1998,9882,372,93,279,"pt","portuguese","por","pt"
"3974","Frozen","Madonna (Warner)",1998,9883,172,59,113,"en","english","eng","en"
"3975","Feliz Aniversário","Ronaldo & Os Barcelos (RDS)",1998,9884,79,52,27,"pt","portuguese","por","pt"
"3976","Gimme Love","Alexia (Sony)",1998,9885,232,27,205,"en","english","eng","en"
"3977","Peraê","Banda Beijo (Universal)",1998,9886,90,35,55,"pt","portuguese","por","pt"
"3978","Lugar Nenhum","Netinho (Universal)",1998,9887,148,18,130,"pt","portuguese","por","pt"
"3979","Cumade e Cumpade","Leandro & Leonardo (BMG)",1998,9888,200,49,151,"pt","portuguese","por","pt"
"3980","Corazón Partio","Alejandro Sanz (Warner)",1998,9889,329,98,231,"es","spanish","spa","es"
"3981","Declaração de Amor","Daniel (Continental)",1998,9890,159,68,91,"pt","portuguese","por","pt"
"3982","Everybody (Backstreet's Back)","Backstreet Boys (Virgin)",1998,9891,192,65,127,"en","scots","eng","en"
"3983","Carrinho de Mão","Terra Samba (RGE)",1998,9892,206,54,152,"pt","portuguese","por","pt"
"3984","O Grande Amor de Minha Vida","Gian & Giovani (BMG)",1998,9893,235,92,143,"pt","portuguese","por","pt"
"3985","Pé de Bode","Cezar & Paulinho (Continental)",1998,9894,191,83,108,"pt","portuguese","por","pt"
"3986","(Dança do Xenhenhém) Forró do Xenhenhém","Zé Paulo (Atração)",1998,9895,95,44,51,"pt","portuguese","por","pt"
"3987","How Bizarre","OMC (Universal)",1998,9896,266,120,146,"en","english","eng","en"
"3988","Angel","Robbie Williams (EMI)",1998,9897,38,19,19,"en","scots","eng","en"
"3989","All My Life","K-Ci & JoJo (Universal)",1998,9898,266,74,192,"en","english","eng","en"
"3990","O Beijo","Negritude Jr. (EMI)",1998,9899,80,40,40,"pt","portuguese","por","pt"
"3991","Amor e Amizade","Exaltasamba (EMI)",1998,98100,63,44,19,"pt","portuguese","por","pt"
"3992","Sozinho","Caetano Veloso (Universal)",1999,9901,109,64,45,"pt","portuguese","por","pt"
"3993","Mina de Fé","Os Morenos (Universal)",1999,9902,132,51,81,"pt","portuguese","por","pt"
"3994","Pra Falar A Verdade","Daniel (Continental)",1999,9903,199,56,143,"pt","portuguese","por","pt"
"3995","Me Apaixonei Pela Pessoa Errada","Exaltasamba (EMI)",1999,9904,269,69,200,"pt","portuguese","por","pt"
"3996","Pela Vida Inteira","Kiloucura (BMG)",1999,9905,68,42,26,"pt","portuguese","por","pt"
"3997","She's All I Ever Had","Ricky Martin (Sony)",1999,9906,154,61,93,"en","english","eng","en"
"3998","Corazón Partio","Alejandro Sanz (Warner)",1999,9907,329,98,231,"es","spanish","spa","es"
"3999","Nunca Vou Deixar Você","Karametade (Sony)",1999,9908,87,64,23,"pt","portuguese","por","pt"
"4000","Só Love","Claudinho & Buchecha (Universal)",1999,9909,272,60,212,"pt","portuguese","por","pt"
"4001","I Want It That Way","Backstreet Boys (Virgin)",1999,9910,207,49,158,"en","english","eng","en"
"4002","Dois Corações E Uma História","Zezé Di Camargo & Luciano (Sony)",1999,9911,171,116,55,"pt","portuguese","por","pt"
"4003","Cachorrada","Gabriel O Pensador (Sony)",1999,9912,264,108,156,"pt","portuguese","por","pt"
"4004","Vai Dar Samba","Daniel (Continental)",1999,9913,204,53,151,"pt","portuguese","por","pt"
"4005","Mambo N.o 5","Lou Bega (BMG)",1999,9914,277,120,157,"en","scots","eng","en"
"4006","Universo de Prazer","Da Melhor Qualidade (Atração)",1999,9915,66,49,17,"pt","portuguese","por","pt"
"4007","O Vento","Jota Quest (Sony)",1999,9916,207,91,116,"pt","portuguese","por","pt"
"4008","Não Foi A Toa","Soweto (EMI)",1999,9917,81,59,22,"pt","portuguese","por","pt"
"4009","Pare!","Zezé Di Camargo & Luciano (Sony)",1999,9918,95,77,18,"pt","portuguese","por","pt"
"4010","Tá Tudo Bem","Ivete Sangalo (Universal)",1999,9919,467,168,299,"pt","portuguese","por","pt"
"4011","Depois","Pato Fu (BMG)",1999,9920,116,78,38,"pt","portuguese","por","pt"
"4012","Sai da Minha Aba","Só Pra Contrariar (BMG)",1999,9921,91,62,29,"pt","portuguese","por","pt"
"4013","Farol das Estrelas","Soweto (EMI)",1999,9922,230,73,157,"pt","portuguese","por","pt"
"4014","120... 150... 200 Km Por Hora","Leonardo (BMG)",1999,9923,200,99,101,"pt","portuguese","por","pt"
"4015","Quando A Gente Ama","Os Travessos (Atração)",1999,9924,342,81,261,"pt","portuguese","por","pt"
"4016","Believe","Cher (Warner)",1999,9925,224,65,159,"en","english","eng","en"
"4017","Anna Júlia","Los Hermanos (Abril)",1999,9926,118,69,49,"pt","portuguese","por","pt"
"4018","Indecisão","Netinho (Universal)",1999,9927,137,59,78,"pt","portuguese","por","pt"
"4019","Ela É Demais","Rick & Renner (Continental)",1999,9928,182,55,127,"pt","portuguese","por","pt"
"4020","Mel Na Minha Boca","Desejos (PlayArte)",1999,9929,95,63,32,"pt","portuguese","por","pt"
"4021","Quando Você Me Beija","Art Popular (EMI)",1999,9930,127,58,69,"pt","portuguese","por","pt"
"4022","Sorriso de Marfim","Sensação (Continental)",1999,9931,66,49,17,"pt","portuguese","por","pt"
"4023","Minha Razão de Viver","Ara Ketu (Sony)",1999,9932,51,32,19,"pt","portuguese","por","pt"
"4024","E Aí","Swing & Simpatia (Sony)",1999,9933,170,56,114,"pt","portuguese","por","pt"
"4025","Bem Querer","Maurício Manieri (Abril)",1999,9934,198,70,128,"pt","portuguese","por","pt"
"4026","Goodbye","Spice Girls (Virgin)",1999,9935,174,74,100,"en","english","eng","en"
"4027","Xereta","Claudinho & Buchecha (BMG)",1999,9936,158,58,100,"pt","portuguese","por","pt"
"4028","Genie In A Bottle","Christina Aguilera (BMG)",1999,9937,302,81,221,"en","scots","eng","en"
"4029","Eternamente","Sem Compromisso (Continental)",1999,9938,207,57,150,"pt","portuguese","por","pt"
"4030","Someday","Sugar Ray (Warner)",1999,9939,279,84,195,"en","english","eng","en"
"4031","From This Moment On","Shania Twain (Universal)",1999,9940,133,55,78,"en","english","eng","en"
"4032","Fly Away","Lenny Kravitz (Warner)",1999,9941,179,48,131,"en","scots","eng","en"
"4033","A Cor do Sol","Cidade Negra (Sony)",1999,9942,160,65,95,"pt","portuguese","por","pt"
"4034","Mandrake e Os Cubanos","Skank (Sony)",1999,9943,212,84,128,"pt","portuguese","por","pt"
"4035","Interfone","Só Pra Contrariar (BMG)",1999,9944,171,79,92,"pt","portuguese","por","pt"
"4036","Hoje A Noite Não Tem Luar","Legião Urbana (EMI)",1999,9945,106,74,32,"pt","portuguese","por","pt"
"4037","O Pinto","Raça Pura (BMG)",1999,9946,86,49,37,"pt","portuguese","por","pt"
"4038","Machuca Demais","Só Pra Contrariar (BMG)",1999,9947,74,54,20,"pt","portuguese","por","pt"
"4039","If You Had My Love","Jennifer Lopez (Sony)",1999,9948,451,81,370,"en","english","eng","en"
"4040","Seu Balancê","Zeca Pagodinho (Universal)",1999,9949,228,90,138,"pt","portuguese","por","pt"
"4041","Mentira Que Virou Paixão","Leonardo (BMG)",1999,9950,179,66,113,"pt","portuguese","por","pt"
"4042","Mulher de Fases","Raimundos (Warner)",1999,9951,185,105,80,"pt","portuguese","por","pt"
"4043","Alma e Coração","José Augusto (Sony)",1999,9952,138,67,71,"pt","portuguese","por","pt"
"4044","Pior é Te Perder","Zezé Di Camargo & Luciano (Sony)",1999,9953,266,52,214,"pt","portuguese","por","pt"
"4045","Samba Rock do Molejão","Molejo (BMG)",1999,9954,241,58,183,"pt","portuguese","por","pt"
"4046","Imortal","Sandy & Junior (Universal)",1999,9955,133,57,76,"pt","portuguese","por","pt"
"4047","Deus Me Livre","Raça Negra (Universal)",1999,9956,169,40,129,"pt","portuguese","por","pt"
"4048","She","Elvis Costello (Warner)",1999,9957,157,100,57,"en","english","eng","en"
"4049","Dois Amigos","Julio Iglesias/Zezé Di Camargo & Luciano (Sony)",1999,9958,125,83,42,"pt","portuguese","por","pt"
"4050","Tu Mandas no Meu Coração","Os Travessos (Atração)",1999,9959,101,71,30,"pt","portuguese","por","pt"
"4051","You'll Be In My Heart","Phil Collins (Abril)",1999,9960,214,88,126,"en","english","eng","en"
"4052","Eu Não Vou","Fat Family (EMI)",1999,9961,267,57,210,"pt","portuguese","por","pt"
"4053","Lamba Tchan","É O Tchan (Universal)",1999,9962,70,51,19,"pt","portuguese","por","pt"
"4054","Amanhã","Roberta Miranda & Reginaldo Rossi (Universal)",1999,9963,84,60,24,"pt","portuguese","por","pt"
"4055","Y, Si Fuera Ella?","Alejandro Sanz (Warner)",1999,9964,224,114,110,"es","spanish","spa","es"
"4056","Minha Deusa","Katinguelê (Continental)",1999,9965,135,34,101,"pt","portuguese","por","pt"
"4057","A Gente Se Entrega","Rionegro & Solimões (Polydor)",1999,9966,220,55,165,"pt","portuguese","por","pt"
"4058","Mania de Você","Pepê & Neném (Virgin)",1999,9967,148,34,114,"pt","portuguese","por","pt"
"4059","Livin' La Vida Loca","Ricky Martin (Sony)",1999,9968,255,90,165,"en","english","eng","en"
"4060","Dança do Vampiro","Asa de Águia (BMG)",1999,9969,171,46,125,"pt","portuguese","por","pt"
"4061","Carona do Amor","Exaltasamba (EMI)",1999,9970,94,54,40,"pt","portuguese","por","pt"
"4062","Juliana (A Boa)","Raça Pura (BMG)",1999,9971,67,41,26,"pt","portuguese","por","pt"
"4063","No Fundo do Coração","Sandy & Junior (Universal)",1999,9972,176,73,103,"pt","portuguese","por","pt"
"4064","Last Kiss","Pearl Jam (Sony)",1999,9973,179,97,82,"en","scots","eng","en"
"4065","Kiss Me","Sixpence None The Richer (Warner)",1999,9974,138,55,83,"en","scots","sco","en"
"4066","Tô Fazendo Falta","Joanna (BMG)",1999,9975,253,59,194,"pt","portuguese","por","pt"
"4067","Vida Vazia","Bruno & Marrone (Abril)",1999,9976,151,52,99,"pt","portuguese","por","pt"
"4068","To Love You More","Celine Dion (Sony)",1999,9977,188,68,120,"en","english","eng","en"
"4069","A Mais Pedida","Raimundos (Warner)",1999,9978,157,88,69,"pt","portuguese","por","pt"
"4070","Te Perdi","Chris Durán (Universal)",1999,9979,118,49,69,"es","spanish","spa","es"
"4071","You Get What You Give","New Radicals (Universal)",1999,9980,288,144,144,"en","english","eng","en"
"4072","Declaração de Amor","Daniel (Continental)",1999,9981,159,68,91,"pt","portuguese","por","pt"
"4073","Fácil","Jota Quest (Sony)",1999,9982,103,61,42,"pt","portuguese","por","pt"
"4074","Palpite","Terra Samba (Globo/Universal)",1999,9983,124,47,77,"pt","portuguese","por","pt"
"4075","Cara de Pau","Rick & Renner (Continental)",1999,9984,184,60,124,"pt","portuguese","por","pt"
"4076","Meu Casamento","Kiloucura (BMG)",1999,9985,291,64,227,"pt","portuguese","por","pt"
"4077","Muleca","Rick & Renner (Continental)",1999,9986,136,33,103,"pt","portuguese","por","pt"
"4078","Doo Wop (That Thing)","Lauryn Hill (Sony)",1999,9987,688,274,414,"en","english","eng","en"
"4079","Pretty Fly (For A White Guy)","The Offspring (Sony)",1999,9988,326,125,201,"en","scots","eng","en"
"4080","Never There","Cake (Universal)",1999,9989,162,64,98,"en","scots","eng","en"
"4081","Uh! Tiazinha","Tiazinha & Vinny (Sony)",1999,9990,81,47,34,"pt","portuguese","por","pt"
"4082","Garçon","Reginaldo Rossi (Sony)",1999,9991,150,69,81,"pt","portuguese","por","pt"
"4083","I Still Believe","Mariah Carey (Sony)",1999,9992,187,72,115,"en","english","eng","en"
"4084","Every Morning","Sugar Ray (Warner)",1999,9993,226,75,151,"en","english","eng","en"
"4085","...Baby One More Time","Britney Spears (Virgin)",1999,9994,211,58,153,"en","english","eng","en"
"4086","Sai da Frente","Art Popular (EMI)",1999,9995,26,14,12,"pt","portuguese","por","pt"
"4087","Sometimes","Britney Spears (Virgin)",1999,9996,264,74,190,"en","english","eng","en"
"4088","Pelados em Santos","Titãs (Warner)",1999,9997,138,83,55,"pt","portuguese","por","pt"
"4089","Scar Tissue","Red Hot Chili Peppers (Warner)",1999,9998,217,65,152,"en","english","sco","en"
"4090","De Ladinho","Banda Eva (Universal)",1999,9999,162,33,129,"pt","portuguese","por","pt"
"4091","Cadê Você Que Não Está","Sandy & Junior (Universal)",1999,99100,114,57,57,"pt","portuguese","por","pt"
"4092","Amor I Love You","Marisa Monte (EMI)",2000,1,204,93,111,"pt","portuguese","por","pt"
"4093","Se Eu Não Te Amasse Tanto Assim","Ivete Sangalo (Universal)",2000,2,96,54,42,"pt","portuguese","por","pt"
"4094","Smooth","Santana feat. Rob Thomas (BMG)",2000,3,196,89,107,"en","english","eng","en"
"4095","Xibom Bombom","As Meninas (Universal)",2000,4,284,46,238,"pt","portuguese","por","pt"
"4096","Tô Te Filmando (Sorria)","Os Travessos (Continental)",2000,5,242,60,182,"pt","portuguese","por","pt"
"4097","What A Girl Wants","Christina Aguilera (BMG)",2000,6,351,111,240,"en","english","eng","en"
"4098","Anna Julia","Los Hermanos (Abril)",2000,7,118,69,49,"pt","portuguese","por","pt"
"4099","Music","Madonna (Warner)",2000,8,177,47,130,"en","scots","eng","en"
"4100","El Arbi","Khaled (Universal)",2000,9,73,23,50,NA,"indonesian","hau",NA
"4101","Minha Razão de Viver","Ara Ketu (Sony)",2000,10,51,32,19,"pt","portuguese","por","pt"
"4102","Maria Maria","Santana feat. The Product G&B (BMG)",2000,11,122,54,68,"pt","portuguese","por","pt"
"4103","Vai Dar Samba","Daniel (Continental)",2000,12,204,53,151,"pt","portuguese","por","pt"
"4104","I Knew I Loved You","Savage Garden (Sony)",2000,13,149,64,85,"en","english","eng","en"
"4105","Demorô","Hannah Lima (Abril)",2000,14,177,65,112,"pt","portuguese","por","pt"
"4106","Shape Of My Heart","Backstreet Boys (Virgin)",2000,15,209,84,125,"en","english","eng","en"
"4107","Separação","Casa Nossa (RDS)",2000,16,199,65,134,"pt","portuguese","por","pt"
"4108","A Dor Desse Amor","KLB (Sony)",2000,17,194,69,125,"pt","portuguese","por","pt"
"4109","Papo de Jacaré","P.O. Box (Abril)",2000,18,279,86,193,"pt","portuguese","por","pt"
"4110","Face Oculta","Ara Ketu (Sony)",2000,19,544,280,264,"pt","portuguese","por","pt"
"4111","Show Me The Meaning Of Broken Heart","Backstreet Boys (Virgin)",2000,20,211,76,135,"en","english","eng","en"
"4112","Pensando em Você","Maurício Manieri (Abril)",2000,21,133,25,108,"pt","portuguese","por","pt"
"4113","Bye Bye Bye","'N Sync (Virgin)",2000,22,347,87,260,"en","scots","eng","en"
"4114","Você Virou Saudade","Só Pra Contrariar (BMG)",2000,23,300,91,209,"pt","portuguese","por","pt"
"4115","I Turn To You","Christina Aguilera (BMG)",2000,24,210,78,132,"en","english","eng","en"
"4116","Esperando na Janela","Cogumelo Plutão (Universal)",2000,25,169,61,108,"pt","portuguese","por","pt"
"4117","Devolva-me","Adriana Calcanhotto (BMG)",2000,26,70,34,36,"pt","portuguese","glg","pt"
"4118","Rock DJ","Robbie Williams (Virgin)",2000,27,250,105,145,"en","scots","eng","en"
"4119","Nada Me Faz Esquecer","Pepê & Neném (Virgin)",2000,28,149,65,84,"pt","portuguese","por","pt"
"4120","Colombina","Ed Motta (Universal)",2000,29,100,55,45,"pt","portuguese","por","pt"
"4121","Holler","Spice Girls (Virgin)",2000,30,564,90,474,"en","english","eng","en"
"4122","Keep On Movin'","Five (BMG)",2000,31,231,67,164,"en","scots","eng","en"
"4123","Morango do Nordeste","Karametade (Sony)",2000,32,144,53,91,"pt","portuguese","por","pt"
"4124","Me Lambe","Raimundos (Warner)",2000,33,204,112,92,"pt","portuguese","por","pt"
"4125","Não Tem Porquê... (Good Bye)","É D+ (Atração)",2000,34,130,77,53,"pt","portuguese","por","pt"
"4126","Come On Over Baby (All I Want Is You)","Christina Aguilera (BMG)",2000,35,302,87,215,"en","english","eng","en"
"4127","Deixaria Tudo","Leonardo (BMG)",2000,36,233,102,131,"pt","portuguese","por","pt"
