Nome.x,Artista.x,Ano,ID,Nome.y,Artista.y,Letra,Idioma,topico_hdp
Judia de Mim,Zeca Pagodinho,1986,8677,Judia De Mim,Zeca Pagodinho,"Judia de mim, judia
Se eu não sou merecedor desse amor
Se eu choro
Será que você não notou
É a você que eu adoro
Carrego esse meu sentimento
Sem ressentimento
É, a cana quando é boa
Se conhece pelo nó
Assovio entre os dentes
Um cantiga dolente
Entre cacos e cavacos
Sobrei eu, duro nos cascos
Bem curtido pelo cheiro dos sovacos
Judia de mim...
E quem dança qualquer dança
Na bonança não sabe o que é
Desconhece a esperança
No falso amor leva, fé
Quem de paz se alimenta
Se contenta com migalhas
Não se aflige
E corrige
As próprias falhas",pt,130
Caminhoneiro do Amor,Sula Miranda,1986,8680,Caminhoneiro do Amor,Sula Miranda,"Ele sai logo de madrugada
E vai pegando a estrada
Com seu caminhão
Quase sempre
Me deixa dormindo
E vai sumindo pela cerração
A carreta vai cortando o vento
E ele passa o tempo
Só pensando em mim
Que espero, morta de saudade
Que sua viagem
Logo chegue ao fim
E vai e vem, não tem parada
Traz uma carga de saudade
Na chegada
E vem e vai, mais uma jornada
E a minha vida vai com ele
Nessa estrada
O caminho é sempre perigoso
E ele é cuidadoso
Não pode arriscar
Suas mãos bem firmes no volante
Certeza constante
De que vai chegar
Na vontade de voltar pra casa
Quase que põe asas
Em seu caminhão
Ele é o meu caminhoneiro
E viaja o tempo inteiro
No meu coração
E vai e vem, não tem parada
Traz uma carga de saudade
Na chegada
E vem e vai, mais uma jornada
E a minha vida vai com ele
Nessa estrada
Quando chega, é sempre aquela festa
Tudo o que nos resta
É tempo de amar
Na alegria de sua chegada
Eu sou mais uma estrada
Pra ele trafegar
E nas curvas da felicidade
A nossa saudade
É coisa que passou
E me leva, o meu caminhoneiro
Pelos sorrateiros
Caminhos do amor
E vai e vem, não tem parada
Traz uma carga de saudade
Na chegada
E vem e vai, mais uma jornada
E a minha vida vai com ele
Nessa estrada",pt,3
Do Leme ao Pontal,Tim Maia,1986,8681,Do Leme Ao Pontal,Tim Maia,"Que beleza
Maravilha
Vamo simbora
Quem não dança, segura a criança
Do Leme ao Pontal
Não há nada igual
Do Leme ao Pontal
Do Leme ao Pontal
Não há nada igual
No mundo
Do Leme ao Pontal
Não há nada igual
Do Leme ao Pontal
Do Leme ao Pontal
Não há nada igual
Do Leme ao Pontal
Não há nada igual
Do Leme ao Pontal
Do Leme ao Pontal
Não há nada igual
Olha o breque
Sem contar com Calabouço
Flamengo, Botafogo
Urca, Praia Vermelha
Do Leme ao Pontal
Não há nada igual
No mundo
Do Leme ao Pontal
Do Leme ao Pontal
Não há nada igual
Do Leme ao Pontal
Do Leme ao Pontal
Não há nada igual, yeah
Do Leme ao Pontal
Do Leme ao Pontal
Não há nada igual
Do Leme ao Pontal
Do Leme ao Pontal
Não há nada igual
No mundo
Do Leme ao Pontal
Do Leme ao Pontal
Não há nada igual
Olha o breque
Sem contar com Calabouço
Flamengo, Botafogo
Urca, Praia Vermelha
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Um, dois, três
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa
Tomo guaraná, suco de caju
Goiabada para sobremesa",pt,1
Gosto do Prazer,A Cor do Som/Gilberto Gil,1986,8683,Gosto do Prazer,A Cor do Som,"Tomara que a cidade possa ver
A cara alegre, o gosto do prazer
Guanabara, Guanabara
Paulicéia, paulicéia
Que platéia dá-dá
Amazônia, Amazônia
Tão idônea a cor
Mantiqueira, Mantiqueira
Me queira sempre, amor
Isso é que é utopia
Sonhos de axé na Bahia
Toque de bola
Nossa escola tropical
Toca viola, carnaval
Bate o pandeiro
Nosso cheiro de dendê
Vale um bocado de dinheiro
Saber o som da cor, a cor do som
Isso é que é alegria
Isso é que é bom
Tomara que a cidade possa ter
A cara alegre, o gosto do prazer",pt,2
Em Flor (Too Young),Simone,1986,8685,Em Flor (Too Young),Simone,"Não são sinceras as razões
De quem insiste em não lembrar
Do sentimento em flor,
O despertar do amor
Não se apaga mais dos corações.
Amor nenhum tem tal poder
De provocar recordações,
Bastou te ver mais uma vez
Para sentir que não passou.",pt,1
Polícia,Titãs,1986,8688,Polícia,Titãs,"Dizem que ela existe
Pra ajudar!
Dizem que ela existe
Pra proteger!
Eu sei que ela pode
Te parar!
Eu sei que ela pode
Te prender!
Polícia!
Para quem precisa
Polícia!
Para quem precisa
De polícia
Polícia!
Para quem precisa
Polícia!
Para quem precisa
De polícia
Dizem pra você
Obedecer!
Dizem pra você
Responder!
Dizem pra você
Cooperar!
Dizem pra você
Respeitar!
Polícia!
Para quem precisa
Polícia!
Para quem precisa
De polícia
Polícia!
Para quem precisa
Polícia!
Para quem precisa
De polícia
Dizem que ela existe
Pra ajudar!
Dizem que ela existe
Pra proteger!
Eu sei que ela pode
Te parar!
Eu sei que ela pode
Te prender!
Polícia!
Para quem precisa
Polícia!
Para quem precisa
De polícia
Polícia!
Para quem precisa
Polícia!
Para quem precisa
De polícia
Dizem pra você
Obedecer!
Dizem pra você
Responder!
Dizem pra você
Cooperar!
Dizem pra você
Respeitar!
Polícia!
Para quem precisa
Polícia!
Para quem precisa
De polícia
Polícia!
Para quem precisa
Polícia!
Para quem precisa
De polícia",pt,1
Melô do Marinheiro,Os Paralamas do Sucesso,1986,8690,Melô Do Marinheiro,Os Paralamas do Sucesso,"Ah! Ah!
Sabe d'uma coisa, rapá?
Tava andando pela rua com a maior fome
Chupando o dedo, em plena Nova York
Que saudade da comidinha lá de casa!
Ué! Cê não disse que esse era o melô do marinheiro, rapá?
Eu sei, mas é que eu fui pra lá de navio!
Então diz aí
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei pelo cano
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei por engano
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei pelo cano
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei por engano
Aceitei, me engajei, fui conhecer a embarcação
A popa e o convés, a proa e o timão (ai!)
Tudo bem bonito pra chamar a atenção
Foi quando eu percebi um balde d'água e sabão (mãe?)
Tá vendo essa sujeira bem debaixo dos seus pés?
Pois deixa de moleza e vai lavando esse convés
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei pelo cano
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei por engano
Quando eu dei por mim, eu já estava em alto-mar
Sem a menor chance nem maneira de voltar
Pensei que era moleza, mas foi pura ilusão
Conhecer o mundo inteiro sem gastar nenhum tostão
Liverpool, Baltimore, Bangkok e Japão
E eu aqui descascando batata no porão
Liverpool, Baltimore, bangkok e Japão
E eu aqui descascando batata
Entrei de gaiato no navio (oh!)
A pino, a pano, entrei pelo cano
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei por engano
Liverpool, Baltimore, Bangkok e Japão
E eu aqui descascando batata no porão
Liverpool, Baltimore, Bangkok e Japão
E eu aqui descascando batata no porão
Pensei que era moleza, mas foi pura ilusão
Conhecer o mundo inteiro sem gastar nenhum tostão
Pensei que era moleza, mas foi pura ilusão
Conhecer o mundo inteiro sem gastar nenhum tostão
Ô marinheiro, marinheiro (marinheiro só!)
Quem te ensinou a nadar?
Ou foi o tombo do navio
Ou foi o balanço do mar?
Ô marinheiro, marinheiro
Quem te ensinou a nadar?
Ou foi o tombo do navio
Ou foi o balanço do mar?
Tá vendo essa sujeira bem debaixo dos seus pés?
Pois deixa de moleza e vai lavando esse convés
Pensei que era moleza, mas foi pura ilusão
Conhecer o mundo inteiro sem gastar nenhum tostão
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei pelo cano
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei por engano
Entrei de gaiato no navio (oh!)
A pino, a pano entrei por engano
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei pelo cano
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei por engano
Entrei de gaiato no navio (oh!)
Entrei, entrei, entrei por engano",pt,1
Codinome Beija-Flor,Cazuza,1986,8691,Codinome Beija-Flor,Cazuza,"Pra que mentir
Fingir que perdoou
Tentar ficar amigos sem rancor
A emoção acabou
Que coincidência é o amor
A nossa música nunca mais tocou
Pra que usar de tanta educação
Pra destilar terceiras intenções
Desperdiçando o meu mel
Devagarzinho, flor em flor
Entre os meus inimigos, Beija-Flor
Eu protegi o teu nome por amor
Em um codinome, Beija-Flor
Não responda nunca, meu amor, nunca
Pra qualquer um na rua, Beija-Flor
Que só eu que podia
Dentro da tua orelha fria
Dizer segredos de liquidificador
Você sonhava acordada
Um jeito de não sentir dor
Prendia o choro e aguava o bom do amor
Prendia o choro e aguava o bom do amor",pt,3
Gato Encantado,Claudia Olivetti,1986,8694,Gato encantado,Cláudia Olivetti,"Vejo a beleza dos seus olhos olhando pra mim
Beijo sua boca e esse beijo não vai ter mais fim
Oh, não!
Meu namorado, meu gato encantado
Me enche de tanto (é)
Amor!
Quero as estrelas lá do céu e a Lua pra mim
O que você está querendo me olhando assim?
É o meu amor!
Me leva pra casa, me esquenta na cama
Tira essa roupa (é)
E diz que me ama!
Tira
Tira a roupa e vem pra mim!
Tira
Tira!
Vem pra mim
Quero as estrelas lá do céu e a Lua pra mim pra mim
O que você está querendo me olhando assim?
É o meu amor!
Me leva pra casa, me esquenta na cama
Tira essa roupa (é)
E diz que me ama!
Tira
Tira a roupa e vem pra mim!
Tira
Tira!
Vem pra mim
Tira
Tira a roupa e vem pra mim!
Tira
Tira!
Vem pra mim",pt,112
Sede dos Marujos,Ivan Lins,1986,8696,Sede Dos Marujos,Ivan Lins,"Se amavam
Com a sede dos marujos
Lavando os olhos sujos
De mar e de embarcações
Se devoravam com a fome dos presídios
Com a festa dos sentidos
Guardados em seus porões
Um amor cheio de gula
Desvairado e febril
Como a gente nunca viu
Um amor cheio de fúria
Tão selvagem que por mim
Condenava a não ter fim
Se adoravam
Mas tanto, tanto, tanto
Que eu já não me espanto
De um dia te amar assim",pt,6
Anos Dourados,Maria Bethânia,1986,8698,Anos Dourados,Maria Bethânia,"Parece que dizes
Te amo, Maria
Na fotografia
Estamos felizes
Te ligo afobada
E deixo confissões no gravador
Vai ser engraçado
Se tens um novo amor
Me vejo a teu lado
Te amo?
Não lembro!
Parece Dezembro
De um ano dourado
Parece bolero
Te quero, te quero
Dizer que não quero
Teus beijos nunca mais
Teus beijos nunca mais
Não sei se eu ainda
Te esqueço de fato
No nosso retrato
Pareço tão linda
Te ligo ofegante
E digo confusões no gravador
É desconcertante
Rever o grande amor
Meus olhos molhados
Insanos, Dezembros
Mas quando eu me lembro
São anos dourados
Ainda te quero
Boleros, nossos versos são banais
Mas como eu espero
Teus beijos nunca mais
Teus beijos nunca mais",pt,77
Só Eu Sei,Gilliard,1986,8699,Só Eu Sei (part. Djavan),BK',"Só eu sei (aham, aham, aham, aham)
As esquinas por que passei-ei-ei-ei (fala)
Só eu sei (só eu sei, só eu sei, só eu sei)
Só eu sei
Só eu sei (aham, aham, aham)
As esquinas por que passei-ei-ei-ei
Só eu sei (só eu sei, só eu sei, só eu sei)
Só eu sei
Ó
Tudo tem que começar de algum lugar, lembra de nóis sem a chuteira?
Só a vontade de jogar, huh, só a vontade de ganhar
Então, até o fundo do poço era lugar pra treinar
É que a vida é uma estrada e eu tô pisando fundo
De braços abertos pro mundo
Ó, estamos de frente pro mar, você teme se molhar, eu mergulho
Viver não me assusta mais
Mesmo com o peso do mundo, ser ágil
Ser de carne, ser de osso e ter a mente de aço
Tu sabe onde eu ando, mas não pode ver meus passos
Te mostro como agir num ambiente onde ninguém é confiável
Deram murros, eu escapei
Me deram muros, eu escalei, ó
Sem tempo pra orar e Ele pra me escutar, então sou rápido
Só falo com Deus: Me perdoe e obrigado e, hum
Após a tempestade, vou agradecer (agradecer)
Quando acabar a guerra, vou agradecer (agradecer)
Enquanto o Sol brilhar, vou agradecer
Agradecer
Porque
Só eu sei
As esquinas por que passei-ei-ei-ei
Só eu sei
Só eu sei (aham, aham)
Ó
Tá no mapa do tesouro
Que o caminho é perigoso
É um campo minado, todos são alvos
Com monstros que não têm coração, mas têm olho
Quase tudo brilha, quase nada é ouro
Quase tudo é briga, quase mato e morro
Mas olha onde você tá procurando a verdade
A rua é covarde
Ó
Fazer grana pra ficar coberto
Ninguém sabe quando o inverno chega
O topo é areia movediça, que eu nunca me esqueça
Trazemos ódio e disposição, lealdade, e você? O que que traz pra mesa?
Viver muito como um rei, essa é minha resposta
Minha vida nas dezesseis, essa é minha aposta
E ninguém mora na minha mente
Porque é lá que o perigo mora
(Só eu sei)
(Só eu sei)
(As esquinas por que, só eu sei)
(As esquinas por que passei-ei-ei-ei)
Só eu sei (aham, aham, aham, aham)
As esquinas por que passei-ei-ei-ei (fala)
Só eu sei (só eu sei, só eu sei, só eu sei, hum)
Só eu sei (só eu sei, só eu sei, só eu sei e)
Só eu sei (ei, hey, ei)
As esquinas por que passei-ei-ei-ei (aham, aham, aham, aham e)
Só eu sei (só eu sei, só eu sei, só eu sei, ó)
Só eu sei (só eu sei, só eu sei, só eu sei)
Só eu sei",pt,4
Veraneio Vascaína,Capital Inicial,1986,86100,Veraneio Vascaína,Capital Inicial,"Cuidado, pessoal, lá vem vindo a Veraneio
Toda pintada de preto, branco, cinza e vermelho
Com números do lado, dentro dois ou três tarados
Assassinos armados, uniformizados
Veraneio vascaína vem dobrando a esquina
Porque pobre quando nasce com instinto assassino
Sabe o que vai ser quando crescer desde menino
Ladrão pra roubar, marginal pra matar
Papai, eu quero ser policial quando eu crescer
Cuidado, pessoal, lá vem vindo a Veraneio
Toda pintada de preto, branco, cinza e vermelho
Com números do lado, dentro dois ou três tarados
Assassinos armados, uniformizados
Veraneio vascaína vem dobrando a esquina
Se eles vêm com fogo em cima, é melhor sair da frente
Tanto faz, ninguém se importa se você é inocente
Com uma arma na mão eu boto fogo no país
E não vai ter problema, eu sei, estou do lado da lei
Cuidado, pessoal, lá vem vindo a Veraneio
Toda pintada de preto, branco, cinza e vermelho
Com números do lado, dentro dois ou três tarados
Assassinos armados, uniformizados
Veraneio vascaína vem dobrando a esquina
Veraneio vascaína vem dobrando a esquina
Veraneio vascaína vem dobrando a esquina",pt,137
Que País é Este,Legião Urbana,1987,8702,Que País É Este,Legião Urbana,"Nas favelas, no Senado
Sujeira pra todo lado
Ninguém respeita a Constituição
Mas todos acreditam no futuro da nação
Que país é esse?
Que país é esse?
Que país é esse?
No Amazonas, no Araguaia-ia-ia
Na Baixada Fluminense
Mato Grosso, Minas Gerais
E no Nordeste tudo em paz
Na morte, eu descanso
Mas o sangue anda solto
Manchando os papéis
Documentos fiéis
Ao descanso do patrão
Que país é esse?
Que país é esse?
Que país é esse?
Que país é esse?
Terceiro mundo se for
Piada no exterior
Mas o Brasil vai ficar rico
Vamos faturar um milhão
Quando vendermos todas as almas
Dos nossos índios num leilão
Que país é esse?
Que país é esse?
Que país é esse?
Que país é esse?",pt,1
Um Certo Alguém,Lulu Santos,1987,8704,Um Certo Alguém (part. Suricato),Lulu Santos,"Quis evitar teus olhos
Mas não pude reagir
Fico à vontade então
Acho que é bobagem
A mania de fingir
Negando a intenção
E quando um certo alguém
Cruzou o teu caminho
E te mudou a direção
Chego a ficar sem jeito
Mas não deixo de seguir
A tua aparição
E quando um certo alguém
Desperta o sentimento
É melhor não resistir
E se entregar
Me dê a mão
Vem ser a minha estrela
Complicação
Tão fácil de entender
Vamos dançar
Luzir a madrugada
Inspiração
Pra tudo que eu viver
Que eu viver
E quando um certo alguém
Desperta o sentimento
É melhor não resistir
E se entregar",pt,10
O Amor e o Poder,Rosana,1987,8706,O Amor e o Poder,Rosana,"A música na sombra,
O ritmo no ar
Um animal que ronda
No véu do luar
Eu saio dos seus olhos
Eu rolo pelo chão
Feito um amor que queima
Magia negra
Sedução
Como uma deusa
Você me mantém
E as coisas que você me diz
Me levam além
Aqui nesse lugar
Não há rainha ou rei
Há uma mulher e um homem
Trocando sonhos fora da lei
Como uma deusa
Você me mantém
E as coisas que você me diz
Me levam além
Tão perto das lendas,
Tão longe do fim
A fim de dividir
No fundo do prazer
O amor e o poder
A música na sombra
O ritmo no ar
Um animal que ronda
No véu do luar
Tão perto das lendas,
Tão longe do fim
A fim de dividir
No fundo do prazer
O amor e o poder
Como uma deusa
(Me leva amor)
Você me mantém
(Longe do fim)
E as coisas que você me diz
Me levam além
Tão perto das lendas,
(Me leva amor)
Tão longe do fim
(Longe do fim)
A fim de dividir
No fundo do prazer
O amor e o poder",pt,1
